0	0
0.0025	3.87E-5
0.00499	5.95E-5
0.00749	1.269E-4
0.00999	7.245E-4
0.01248	1.272E-4
0.01498	1.05E-4
0.01748	1.432E-4
0.01998	1.819E-4
0.02247	2.288E-4
0.02497	2.815E-4
0.02747	3.577E-4
0.02996	4.278E-4
0.03246	5.048E-4
0.03496	5.81E-4
0.03745	6.698E-4
0.03995	7.639E-4
0.04245	8.577E-4
0.04494	9.321E-4
0.04744	0.00105
0.04994	0.00115
0.05243	0.00126
0.05493	0.00135
0.05743	0.00147
0.05992	0.01762
0.06242	0.00148
0.06492	0.00154
0.06742	0.00608
0.06991	0.00257
0.07241	3.891E-4
0.07491	4.139E-4
0.0774	4.328E-4
0.0799	4.473E-4
0.0824	4.826E-4
0.08489	4.987E-4
0.08739	5.167E-4
0.08989	5.529E-4
0.09238	5.725E-4
0.09488	5.717E-4
0.09738	5.992E-4
0.09988	6.13E-4
0.10237	6.22E-4
0.10487	6.472E-4
0.10737	6.532E-4
0.10986	6.825E-4
0.11236	6.79E-4
0.11486	7.168E-4
0.11735	7.106E-4
0.11985	7.135E-4
0.12235	7.307E-4
0.12484	7.429E-4
0.12734	7.651E-4
0.12984	7.635E-4
0.13233	7.659E-4
0.13483	7.629E-4
0.13733	7.736E-4
0.13983	7.687E-4
0.14232	7.808E-4
0.14482	8.085E-4
0.14732	7.909E-4
0.14981	7.94E-4
0.15231	7.817E-4
0.15481	8.091E-4
0.1573	7.923E-4
0.1598	7.952E-4
0.1623	8.036E-4
0.16479	7.985E-4
0.16729	8.087E-4
0.16979	8.102E-4
0.17228	8.064E-4
0.17478	7.942E-4
0.17728	8.037E-4
0.17978	8.004E-4
0.18227	8.055E-4
0.18477	8.025E-4
0.18727	8.114E-4
0.18976	8.036E-4
0.19226	7.901E-4
0.19476	8.07E-4
0.19725	8.046E-4
0.19975	7.969E-4
0.20225	7.908E-4
0.20474	8.128E-4
0.20724	8.051E-4
0.20974	8.053E-4
0.21223	7.89E-4
0.21473	8.061E-4
0.21723	7.966E-4
0.21973	7.894E-4
0.22222	8.052E-4
0.22472	7.914E-4
0.22722	7.943E-4
0.22971	7.913E-4
0.23221	7.931E-4
0.23471	7.902E-4
0.2372	7.692E-4
0.2397	7.729E-4
0.2422	7.725E-4
0.24469	7.77E-4
0.24719	7.534E-4
0.24969	7.577E-4
0.25218	7.565E-4
0.25468	7.53E-4
0.25718	7.537E-4
0.25968	7.599E-4
0.26217	7.491E-4
0.26467	7.585E-4
0.26717	7.471E-4
0.26966	7.458E-4
0.27216	7.285E-4
0.27466	7.331E-4
0.27715	7.35E-4
0.27965	7.177E-4
0.28215	7.133E-4
0.28464	7.315E-4
0.28714	7.191E-4
0.28964	7.316E-4
0.29213	7.311E-4
0.29463	7.083E-4
0.29713	7.123E-4
0.29963	6.846E-4
0.30212	6.937E-4
0.30462	7.022E-4
0.30712	6.84E-4
0.30961	6.731E-4
